Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C�te d'Ivoire,Croatia,Cuba,Cura�ao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R�union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2010,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,"1,882",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,166","5,327",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"67,795",..,..,..,..,..,"5,287",..,..,"3,410",..,"8,605",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,454",..,..,..,..,..,..,..,..,..,..,..,"9,821",..,..,..,..,..,..,..,..,177,..,..,..,..,..,..,..,198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,635",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"144,466",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,149,..,..,46,..,..,..,..,..,..,..,..,..,..,..,..,"21,030",..,..,..,277,..,..,..,..,..,..,426,..,..,..,..,..,..,..,..,..,..,..,..,..,155,"166,901",182,..,..,..,..,..,..,..,"3,490",..,989,..,..,..,..,259,..,..,..,..,..,243,..,..,43,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,090",..,..,..,..,..,..,421,..,212,..,..,"43,824",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,..,223,..,..,..,..,..,..,..,..,..,697,..,..,..,..,..,..,..,..,..,..,182,..,..,..,318,"76,836",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,168",..,..,63,..,..,"166,124",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,249","25,473","1,000",..,..,..,..,..,..,..,..,..,..,..
2010,United Republic of Tanzania,..,..,..,..,..,"1,186",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136,..,..,..,..,..,"112,009",..,..,..,282,..,..,..,..,..,..,..,..,..,..,567,"24,354",..,..,..,..,..,..,..,..,..,"60,386",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,924,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,629",..,..,..,..,..,..,550,..,..,..,..,"27,864",..,..,..,..,..,..,140,..,..,..,..,..,..,"7,011",..,..,..,..,..,..,..,187,..,..,..,..,..,..,..,..,"28,177",..,613,..,..,..,..,..,..,..,..,..,..,..,..,635,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,246",..,..,..,..,..,..,..,..,..,..,..,355,..,..,..,..,..,..,"2,273",678,..,..,..,..,..,..,86,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,938",..,..,"1,040",..,"1,234",..,..,..,..,..,..,..,..,..,"10,265",809
2010,Zambia,..,..,..,..,..,"37,106",..,..,..,..,..,264,..,..,..,..,..,..,..,..,..,..,..,..,..,..,918,..,..,..,..,..,"3,243",..,..,243,200,..,..,..,..,..,..,"1,007",..,..,..,..,"8,481",..,..,..,..,..,..,..,..,..,"20,933",..,..,..,..,..,164,..,..,..,..,..,..,..,..,..,70,..,..,..,..,..,279,175,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,630",..,..,..,..,..,..,..,..,100,..,..,536,..,..,..,..,..,..,..,..,..,..,..,..,..,"13,467",..,..,217,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,301",..,630,..,..,..,..,..,..,..,508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,462",..,..,..,..,..,..,..,..,..,142,..,..,..,..,..,..,..,..,..,"3,072",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,456,..,..,"1,286","5,918",949,..,..,..,..,..,..,..,..,..,..,"17,106"
2010,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,705",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"103,281",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"117,799",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"18,910",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"12,174",..,..,..,..,..,..,..,..,..,..,..,"30,373",..
2010,Middle Africa,..,..,65,..,..,"294,132",..,..,..,..,..,12,24,..,..,..,..,..,..,295,..,"44,075",..,..,..,..,..,..,..,..,..,"4,115","37,785","9,031",..,"68,741",528,..,..,"197,525","78,552",..,..,899,..,..,..,..,"15,069",..,..,"2,030",..,403,..,8,..,95,"311,563",2,..,..,..,..,44,..,"55,210",..,..,..,..,..,..,..,"36,394",..,..,"3,979",..,..,724,"3,745",..,153,..,..,..,..,..,"6,868",..,..,..,..,..,..,..,..,..,..,..,12,..,10,483,..,19,..,..,..,..,..,..,..,..,"2,350",..,"3,407","1,054",..,..,..,..,..,..,..,"64,895",..,..,..,"2,369",..,..,..,..,..,..,..,..,421,334,..,725,..,..,165,..,..,..,"10,921","99,508",..,..,..,..,..,..,..,..,..,..,..,..,"12,343",..,..,115,..,..,..,"2,094","143,965",..,..,..,..,..,..,..,"11,644",..,"30,456",..,..,..,..,..,..,49,..,..,"5,186","4,472","1,023",..,..,"316,141",..,..,14,166,17,..,..,..,..,"15,390",..,..,..,132,8,..,..,..,33,..,..,204,..,"1,732",..,..,..,..,..,..,..,..,..,251,..
2010,Angola,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,493",..,..,..,..,..,..,26,..,..,..,..,..,..,..,862,..,..,33,..,..,..,..,..,..,"30,944",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,203,..,725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,125",..,..,..,..,..,..,..,871,..,..,..,..,..,..,..,"6,536",..,..,..,..,..,..,..,..,..,..,..,"5,118",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,251,..
2010,Cameroon,..,..,..,..,..,"2,046",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,921",..,..,..,..,..,..,..,..,..,..,..,..,..,..,143,..,..,"97,713","56,426",..,..,..,..,..,..,..,"2,365",..,..,..,..,..,..,..,..,..,"3,265",..,..,..,..,..,..,..,"2,688",..,..,..,..,..,..,..,"3,695",..,..,845,..,..,236,..,..,153,..,..,..,..,..,"3,665",..,..,..,..,..,..,..,..,..,..,..,..,..,..,407,..,..,..,..,..,..,..,..,..,..,..,..,"3,407",..,..,..,..,..,..,..,..,"6,567",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127,..,..,..,"8,409","82,748",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,524",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204,..,655,..,..,..,..,..,..,..,..,..,..,..
2010,Central African Republic,..,..,..,..,..,..,..,..,..,..,..,12,24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,213,..,..,..,"11,488",..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,..,..,"19,723",2,..,..,..,..,44,..,..,..,..,..,..,..,..,..,"10,976",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,76,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,345,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156,..,..,..,..,..,..,..,..,84,..,..,..,..,..,..,..,..,49,..,..,60,..,..,..,..,"22,388",..,..,14,166,..,..,..,..,..,10,..,..,..,..,8,..,..,..,..,..,..,..,..,628,..,..,..,..,..,..,..,..,..,..,..
2010,Chad,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"29,790",..,..,..,"75,211",..,..,..,..,..,..,..,..,687,..,..,..,..,..,..,..,..,..,247,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,852,..,..,281,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,054",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,512","2,401",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"293,127",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Congo,..,..,..,..,..,"31,028",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,432",..,..,..,..,..,..,..,..,..,..,..,..,..,"8,502",..,..,..,"24,601","7,949",..,..,695,..,..,..,..,..,..,..,..,..,403,..,..,..,..,"252,142",..,..,..,..,..,..,..,"1,190",..,..,..,..,..,..,..,"7,765",..,..,"2,380",..,..,436,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,878,..,..,..,..,..,..,..,..,..,..,"25,520",..,..,..,"2,369",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,084",..,..,..,..,..,..,"1,938","18,900",..,..,..,..,..,..,..,..,..,"9,981",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,834",..,..,..,..,..,..,..,..,..,..,..,..,..,125,..,..,..,..,..,..,..,..,..,..,..
2010,Democratic Republic of the Congo,..,..,..,..,..,"260,002",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"37,686",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,551",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"124,070",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,472",..,..,..,626,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,638,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,649",..,..,205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,287,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,194",..,..,..,..,..,..,..,..,..,..,..,..,..,"1,023",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Gabon,..,..,65,..,..,652,..,..,..,..,..,..,..,..,..,..,..,..,..,295,..,"30,722",..,..,..,..,..,..,..,..,..,"4,115",99,..,..,"29,811",172,..,..,..,"2,663",..,..,204,..,..,..,..,"9,604",..,..,"1,997",..,..,..,..,..,95,"5,242",..,..,..,..,..,..,..,"51,167",..,..,..,..,..,..,..,"9,457",..,..,..,..,..,52,"3,745",..,..,..,..,..,..,..,"2,929",..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,19,..,..,..,..,..,..,..,..,"1,472",..,..,..,..,..,..,..,..,..,..,"32,463",..,..,..,..,..,..,..,..,..,..,..,..,421,..,..,..,..,..,..,..,..,..,..,"14,072",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115,..,..,..,..,124,..,..,..,..,..,..,..,"3,830",..,"17,951",..,..,..,..,..,..,..,..,..,8,..,..,..,..,..,..,..,..,..,17,..,..,..,..,"13,546",..,..,..,132,..,..,..,..,..,..,..,..,..,324,..,..,..,..,..,..,..,..,..,..,..
2010,Sao Tome and Principe,..,..,..,..,..,404,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,538",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165,..,..,..,..,..,..,..,..,..,..,268,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Northern Africa,482,380,"22,342",..,..,27,..,16,235,378,..,"1,106","1,235",31,14,"1,237","1,348",..,937,"2,191",..,35,..,..,..,351,..,350,..,65,65,62,35,..,..,674,"3,124",..,..,"16,119","72,278",..,26,"4,664",..,..,55,"4,664","1,854",..,..,"1,249",97,..,..,81,190,97,"21,057",967,"1,613",..,..,12,"35,595",828,..,"134,445",25,"72,915",..,..,..,971,"41,259",..,..,..,28,..,"16,381",766,9,"3,522",..,..,..,..,9,"1,710","1,236",..,..,..,..,426,..,"6,860","15,547",507,"79,071",90,..,666,"13,648",..,"1,976","24,988",912,"3,242",..,"13,427",59,..,..,"14,887",..,45,"16,385",..,..,..,39,27,"10,437",27,"2,332",..,..,..,"2,552",..,..,62,..,322,14,..,..,"9,823",16,12,251,..,..,"2,502",..,87,..,427,"19,924",..,..,412,"2,012","2,762",..,..,..,..,..,"4,942",959,43,..,"1,631",916,59,..,757,"14,160",42,..,..,..,..,..,..,..,..,"42,561","4,594",..,19,270,729,..,59,..,..,"121,986",784,"204,524","4,142",536,"408,541","40,813",..,..,996,"2,109","36,800",724,113,"3,539",..,..,..,..,..,"5,427","3,090",256,..,..,"2,161",937,"3,134","10,982",372,"17,246",..,..,440,..,32,..,..,"143,923","26,368",25,32
2010,Algeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,481,..,..,..,..,..,674,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,253",..,"6,574",..,..,..,641,..,..,"1,958",..,..,..,"1,037",..,..,..,"1,061",..,..,"2,016",..,..,..,..,..,760,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,695,..,..,..,..,..,..,..,..,..,"3,404",..,..,..,..,..,..,..,..,..,"10,035",..,..,..,..,"27,470","1,384",..,..,..,..,"2,665",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,693,..,948,..,..,..,..,..,..,..,"143,923","2,051",..,..
2010,Egypt,198,113,832,..,..,27,..,16,235,151,..,442,568,31,14,378,239,..,262,528,..,35,..,..,..,59,..,123,..,65,65,62,35,..,..,119,596,..,..,55,313,..,26,722,..,..,55,854,70,..,..,216,97,..,..,81,190,97,123,284,349,..,..,12,..,200,..,499,25,614,..,..,..,234,"2,684",..,..,..,28,..,"7,258",221,9,"1,200",..,..,..,..,9,135,87,..,..,..,..,126,..,"1,169","2,707",142,"10,013",90,..,666,"3,930",..,"1,084","4,929",200,130,..,"2,811",59,..,..,"2,986",..,45,"4,714",..,..,..,39,27,"2,651",27,203,..,..,..,147,..,..,62,..,77,14,..,..,997,16,12,251,..,..,932,..,87,..,110,762,..,..,114,510,581,..,..,..,..,..,"1,030",357,43,..,376,281,59,..,228,"7,038",42,..,..,..,..,..,..,..,..,"7,693",399,..,19,59,135,..,59,..,..,"19,145",210,..,390,210,"126,871","26,632",..,..,332,"1,282","7,129",122,113,"1,011",..,..,..,..,..,735,841,45,..,..,82,161,672,"2,954",137,"5,674",..,..,106,..,32,..,..,..,"5,354",25,32
2010,Libya,284,267,"3,184",..,..,..,..,..,..,227,..,664,667,..,..,859,"1,109",..,675,599,..,..,..,..,..,292,..,227,..,..,..,..,..,..,..,..,"2,528",..,..,..,763,..,..,"2,727",..,..,..,"3,810",357,..,..,529,..,..,..,..,..,..,385,683,"1,264",..,..,..,"18,630",628,..,"1,759",..,"1,624",..,..,..,737,"4,459",..,..,..,..,..,"6,235",545,..,"2,322",..,..,..,..,..,..,275,..,..,..,..,300,..,"4,295","11,587",365,"60,735",..,..,..,"5,934",..,892,"18,101",712,298,..,"9,579",..,..,..,"9,816",..,..,..,..,..,..,..,..,"7,026",..,300,..,..,..,317,..,..,..,..,245,..,..,..,"4,346",..,..,..,..,..,"1,570",..,..,..,317,"2,528",..,..,298,"1,502","2,181",..,..,..,..,..,"3,912",602,..,..,"1,255",635,..,..,529,"6,427",..,..,..,..,..,..,..,..,..,"31,464",994,..,..,211,594,..,..,..,..,"92,720",574,"1,576",644,326,"253,786","12,797",..,..,664,827,"24,624",602,..,"2,528",..,..,..,..,..,"2,736","2,249",211,..,..,..,776,"2,462","6,415",235,"8,768",..,..,334,..,..,..,..,..,"18,963",..,..
2010,Morocco,..,..,"10,190",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,064",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,427",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,410",..,..,..,..,..,..,..,..,..,"26,733",..,..,..,..,..,"1,093",..,..,..,..,..,..,..,..,747,..,..,..,..,..,..,..,..,..,..,"1,300",..,..,..,"1,438",..,..,..,..,..,..,..,..,..,..,"1,024",..,..,892,..,..,..,..,..,..,..,..,..,..,..,"1,208",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,370",..,..,..,..,..,..,..,..,..,..,..,"3,108",..,..,..,..,..,..,..,"1,553",..,..,..,..,..,..,..,..,"1,956",..,..,..,..,..,..,..,920,..,"1,386",..,..,..,..,..,..,..,..,..,..,..
2010,Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"16,064","71,202",..,..,"1,215",..,..,..,..,..,..,..,..,..,..,..,..,..,..,"20,549",..,..,..,..,..,"14,675",..,..,"132,187",..,"70,677",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,396",..,..,..,..,..,..,..,..,..,..,..,"2,814",..,..,..,..,..,..,..,..,"1,701",..,..,..,..,..,..,..,734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"16,214",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86,..,"202,948",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,079",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2010,Tunisia,..,..,"8,068",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,555,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,504,..,..,..,..,..,..,..,..,..,..,..,..,880,..,..,..,..,..,..,..,..,..,"6,669",..,..,..,..,..,"1,121",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,449,..,..,..,"1,705",..,..,..,..,..,..,..,..,..,..,..,..,..,"7,062",..,..,..,..,..,..,..,771,..,..,..,409,..,..,..,..,..,..,..,..,"4,480",..,..,..,..,..,..,..,..,..,..,420,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,317,..,..,..,..,..,..,..,..,..,..,..,..,..,414,..,..,..,..,..,829,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,470,..,..,..,..,..,..,..,..,..,..,..
2010,Western Sahara,..,..,68,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,828,874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,324,..,..,..,471,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,514",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
